id_imovel,bairro,tipo,area_util,quartos,suites,banheiros,vagas,andar,idade_imovel,varanda,piscina,academia,portaria_24h,vista_mar,condominio,iptu,lat,lon,preco_venda
7062,Leblon,Flat,40.4,2,0,3,0,1,2,0,0,0,0,0,3773.15,418.64,-22.981468,-43.223737,955409.82
7063,Gavea,Apartamento,57.1,2,0,2,1,9,8,0,1,1,1,0,1891.05,1001.57,-22.972073,-43.217162,1011234.53
7064,Ipanema,Flat,57.8,2,1,3,2,22,36,1,1,1,0,0,2081.02,1085.28,-22.987111,-43.20826,1156279.29
7065,Barra da Tijuca,Apartamento,111.5,3,0,3,0,16,3,1,0,1,0,0,1412.7,535.41,-23.005359,-43.361768,1138858.9
7066,Centro,Apartamento,122.8,4,1,6,1,12,3,0,1,0,0,0,796.82,968.29,-22.91363,-43.161473,965991.19
7067,Engenho Novo,Apartamento,112.6,2,0,4,1,12,29,1,1,0,0,0,880.38,446.81,-22.911675,-43.285249,540929.94
7068,Campo Grande,Studio/Loft,33.4,0,0,1,0,3,16,0,1,0,0,0,364.1,49.12,-22.897008,-43.5596,118897.59
7069,Recreio,Apartamento,94.0,2,0,2,0,19,19,1,0,1,1,1,920.37,733.59,-23.012328,-43.477956,1202767.37
7070,Engenho Novo,Apartamento,79.3,2,0,2,1,11,19,1,0,0,0,0,550.59,495.94,-22.900193,-43.27723,343837.79
7071,Meier,Cobertura,233.8,5,4,5,2,11,47,1,0,0,1,0,517.81,1093.53,-22.900709,-43.295956,1285564.36
7072,Flamengo,Apartamento,92.5,3,1,4,1,21,9,1,0,0,0,1,1095.77,1131.45,-22.927581,-43.164562,1416686.9
7073,Jardim Botanico,Apartamento,73.5,2,0,2,2,18,48,0,0,1,1,0,2595.85,1018.96,-22.977792,-43.218913,1081949.22
7074,Tijuca,Apartamento,78.3,3,1,4,3,6,9,1,0,1,1,0,1216.22,380.38,-22.913722,-43.239519,779182.46
7075,Madureira,Studio/Loft,23.9,1,0,3,1,19,3,1,0,0,0,0,263.76,109.7,-22.861608,-43.334208,95664.6
7076,Recreio,Studio/Loft,46.8,2,1,4,1,2,7,1,1,0,1,0,838.44,298.69,-23.004084,-43.467069,435170.67
7077,Flamengo,Cobertura,244.1,5,1,5,0,28,26,1,0,0,0,0,1756.06,2002.81,-22.916982,-43.169795,3149748.99
7078,Campo Grande,Casa,70.8,2,1,4,2,0,62,1,0,0,0,0,297.42,174.03,-22.911063,-43.567289,196758.88
7079,Copacabana,Apartamento,123.6,3,0,5,0,17,43,1,1,0,1,1,1021.99,1749.3,-22.96335,-43.182553,1783807.87
7080,Campo Grande,Apartamento,88.1,2,0,3,2,27,12,1,0,0,1,0,390.15,283.39,-22.904673,-43.567444,277021.11
7081,Centro,Flat,43.5,2,0,4,2,30,13,1,0,1,0,0,767.6,259.28,-22.910241,-43.164571,328026.51
7082,Centro,Cobertura,153.7,4,3,5,3,8,0,1,0,0,1,0,811.63,1066.67,-22.909316,-43.169044,1434922.46
7083,Madureira,Apartamento,68.3,2,0,3,1,26,34,1,0,1,1,0,585.86,224.23,-22.874463,-43.342241,231467.2
7084,Botafogo,Cobertura,158.8,4,0,5,1,15,0,0,0,0,1,0,1788.52,1303.21,-22.949094,-43.164445,2124088.29
7085,Sao Cristovao,Cobertura,166.4,4,1,6,0,22,6,0,0,0,0,0,745.98,671.0,-22.902089,-43.214727,1125060.76
7086,Ramos,Cobertura,399.0,4,2,4,2,3,0,1,0,1,1,0,415.89,1651.54,-22.851601,-43.260202,2412485.87
7087,Ramos,Flat,60.3,1,0,3,0,8,17,1,1,0,0,0,580.13,203.08,-22.849796,-43.263221,241833.05
7088,Gavea,Apartamento,203.2,3,2,4,3,7,7,1,0,0,0,0,2147.53,2154.49,-22.96657,-43.246167,5102616.05
7089,Botafogo,Apartamento,98.5,2,0,4,1,9,2,1,0,0,1,0,1348.6,1048.83,-22.943536,-43.174696,1305904.0
7090,Sao Conrado,Studio/Loft,43.9,2,1,3,2,9,2,1,0,1,1,0,1953.89,567.54,-23.006526,-43.278128,604457.37
7091,Recreio,Apartamento,63.3,2,1,2,1,13,5,1,0,0,0,1,630.73,237.0,-23.012536,-43.469377,603652.08
7092,Tijuca,Casa,185.4,4,1,5,3,0,17,1,0,0,1,0,497.09,1648.39,-22.913584,-43.228762,1605458.97
7093,Centro,Cobertura,213.8,4,0,6,0,29,10,1,0,1,0,0,639.03,776.28,-22.901529,-43.158878,1846698.48
7094,Madureira,Apartamento,115.3,3,1,5,1,1,0,1,0,0,1,0,401.34,345.29,-22.866202,-43.350437,516739.74
7095,Meier,Cobertura,216.2,4,2,6,2,23,1,1,0,0,1,0,532.05,1202.35,-22.881499,-43.303303,1634421.69
7096,Humaita,Studio/Loft,41.5,2,0,2,1,27,10,0,0,1,1,0,2424.38,498.24,-22.962236,-43.19459,628602.58
7097,Recreio,Casa,230.5,4,2,6,2,0,14,0,0,1,1,0,1216.09,1215.24,-23.010793,-43.480602,1950079.51
7098,Sao Conrado,Apartamento,79.7,2,1,3,0,27,1,1,0,1,1,0,1938.47,827.73,-23.004516,-43.278809,1234038.51
7099,Flamengo,Apartamento,76.5,3,1,5,3,11,41,1,1,0,1,0,1680.35,610.3,-22.946976,-43.177079,860113.98
7100,Leblon,Cobertura,174.1,3,1,5,0,9,1,1,0,1,1,0,2943.38,3290.93,-22.997109,-43.21729,4302950.58
7101,Barra da Tijuca,Apartamento,138.8,4,3,6,0,8,5,1,0,0,0,0,688.99,1347.74,-23.014969,-43.364252,1442650.59
7102,Humaita,Casa,174.6,4,1,5,1,0,9,0,1,0,1,0,923.0,2067.01,-22.957239,-43.197128,3473743.93
7103,Tijuca,Apartamento,102.7,3,2,4,3,26,7,0,1,1,1,0,1322.97,577.7,-22.934589,-43.235639,969943.13
7104,Ipanema,Apartamento,84.5,2,0,2,0,23,56,0,1,1,0,0,2011.45,858.98,-22.984079,-43.210023,1115402.32
7105,Gavea,Apartamento,137.7,3,2,3,3,24,10,0,1,0,0,0,2114.4,1697.62,-22.974785,-43.241585,2534311.0
7106,Ipanema,Apartamento,40.6,2,1,3,0,25,10,1,0,1,1,0,2699.93,844.11,-22.987195,-43.217543,768582.29
7107,Sao Cristovao,Cobertura,244.6,5,3,7,3,5,17,1,1,1,1,0,1068.14,1385.26,-22.900665,-43.229256,1589528.69
7108,Tijuca,Casa,113.7,2,0,4,0,0,14,0,0,1,0,0,989.26,759.92,-22.914365,-43.232943,866003.96
7109,Barra da Tijuca,Apartamento,105.2,3,0,5,2,28,11,0,1,0,0,0,976.14,1126.29,-23.006976,-43.360203,1056705.42
7110,Lagoa,Studio/Loft,36.6,2,0,2,2,10,2,1,1,1,1,0,2802.14,569.4,-22.968625,-43.220153,871981.49
7111,Campo Grande,Cobertura,131.1,3,0,4,0,24,14,0,0,1,1,0,323.37,232.87,-22.919665,-43.562737,444742.95
7112,Vila Isabel,Studio/Loft,41.3,1,0,2,1,22,0,1,1,0,0,0,805.3,198.55,-22.915296,-43.268922,295165.79
7113,Meier,Casa,221.2,5,0,6,2,0,15,0,1,1,0,0,617.67,969.01,-22.892979,-43.277556,1358738.69
7114,Tijuca,Casa,180.2,4,0,5,1,0,1,0,0,0,0,0,804.57,1464.14,-22.915366,-43.236971,1362443.44
7115,Madureira,Apartamento,86.3,3,0,5,3,11,16,1,0,1,0,0,541.17,223.37,-22.872519,-43.34546,354129.72
7116,Lapa,Apartamento,96.0,3,1,3,3,10,23,1,0,0,0,0,1356.8,567.48,-22.915045,-43.183215,730128.1
7117,Barra da Tijuca,Apartamento,144.2,4,3,6,1,20,8,0,0,0,1,0,1113.27,1140.7,-22.986474,-43.383297,1636628.61
7118,Meier,Apartamento,79.4,2,0,3,2,8,10,1,0,1,0,1,648.75,394.37,-22.898348,-43.287665,446760.89
7119,Flamengo,Apartamento,135.0,3,1,4,3,19,17,1,0,0,1,0,948.01,1113.22,-22.933192,-43.172525,2330080.92
7120,Meier,Cobertura,217.1,4,1,5,0,30,10,1,0,1,0,0,577.71,796.55,-22.898187,-43.280745,1195540.93
7121,Barra da Tijuca,Apartamento,151.1,3,1,4,2,10,13,0,0,1,0,1,810.15,1426.43,-23.004418,-43.369573,1615196.65
7122,Leblon,Apartamento,81.9,2,1,3,2,15,9,1,0,0,1,0,1371.12,1890.18,-22.984625,-43.224404,1980736.04
7123,Campo Grande,Cobertura,174.2,4,3,5,0,9,16,0,1,1,1,0,265.51,564.43,-22.907621,-43.556144,739105.23
7124,Santa Teresa,Cobertura,149.8,4,0,6,0,11,7,0,0,1,0,0,1201.03,1243.4,-22.913358,-43.176403,1821755.12
7125,Gavea,Flat,54.5,1,0,1,1,2,15,1,0,1,0,0,1470.29,830.65,-22.983627,-43.240953,878386.64
7126,Campo Grande,Apartamento,65.5,1,0,1,0,11,1,1,0,1,1,0,450.77,247.29,-22.905834,-43.554091,244066.35
7127,Sao Conrado,Apartamento,157.8,4,1,5,1,17,0,1,1,0,1,0,1271.74,1368.14,-23.002644,-43.281578,2197817.7
7128,Recreio,Apartamento,63.5,1,0,1,0,19,7,0,0,1,0,0,1013.76,669.66,-23.038829,-43.467227,567252.14
7129,Centro,Apartamento,68.3,1,0,3,1,13,2,1,1,1,0,0,814.13,430.29,-22.912886,-43.170833,548821.95
7130,Jardim Botanico,Casa,259.8,5,0,6,2,0,27,0,0,1,1,0,2380.13,3012.58,-22.973828,-43.239879,3488142.74
7131,Recreio,Studio/Loft,51.1,2,0,2,0,20,3,1,0,1,0,0,1095.72,403.48,-23.016995,-43.471896,407445.42
7132,Meier,Casa,277.9,4,2,4,1,0,8,1,0,1,1,0,558.4,1427.02,-22.902419,-43.274005,1673297.61
7133,Copacabana,Flat,71.7,3,0,5,1,1,2,1,1,0,1,0,1444.4,855.51,-22.955166,-43.196286,1125679.26
7134,Barra da Tijuca,Casa,192.9,3,0,4,0,0,11,1,0,0,0,0,1330.68,1935.49,-23.007784,-43.362893,1597783.55
7135,Jardim Botanico,Studio/Loft,37.4,1,0,3,0,26,53,1,0,0,1,0,1689.58,600.58,-22.978783,-43.219789,502254.74
7136,Meier,Apartamento,201.2,4,1,5,2,7,1,1,1,0,0,0,753.76,664.04,-22.894209,-43.27666,1396298.68
7137,Copacabana,Apartamento,177.0,4,1,5,0,20,10,1,0,1,1,1,1335.09,2296.1,-22.976252,-43.184963,3802846.64
7138,Flamengo,Studio/Loft,45.4,2,0,3,2,4,0,1,0,0,1,0,1187.06,340.81,-22.933156,-43.179243,557855.44
7139,Engenho Novo,Casa,329.1,4,3,6,2,0,30,0,1,0,0,0,584.36,1077.05,-22.914795,-43.271401,1924511.54
7140,Lagoa,Apartamento,126.9,4,2,6,3,29,40,1,0,0,1,1,2554.48,1069.73,-22.96471,-43.211995,2878401.61
7141,Barra da Tijuca,Flat,40.7,1,0,2,1,13,12,0,0,0,0,0,1129.39,281.58,-22.997651,-43.374871,545176.06
7142,Engenho Novo,Cobertura,217.0,3,1,4,1,18,6,1,0,0,1,0,527.83,756.44,-22.9137,-43.27956,1343325.38
7143,Madureira,Apartamento,163.8,4,0,5,2,13,0,0,0,1,0,0,531.02,570.72,-22.870838,-43.352617,588106.42
7144,Copacabana,Casa,276.6,5,0,7,3,0,32,0,0,1,1,0,1482.22,3504.26,-22.975014,-43.186169,4180764.0
7145,Centro,Apartamento,87.7,3,2,3,0,15,0,1,0,0,0,0,888.79,429.95,-22.906382,-43.173726,813655.32
7146,Engenho Novo,Apartamento,164.6,3,2,3,1,25,5,1,0,1,1,0,622.74,875.34,-22.914331,-43.287621,972335.97
7147,Barra da Tijuca,Studio/Loft,41.7,2,1,4,2,24,8,1,0,1,0,0,1524.07,238.68,-22.988709,-43.346086,477725.22
7148,Ramos,Casa,281.0,4,2,6,3,0,11,1,1,1,1,0,481.69,951.88,-22.85803,-43.264097,1875776.94
7149,Engenho Novo,Apartamento,104.5,3,1,3,3,5,7,1,0,0,1,0,583.78,369.99,-22.914373,-43.275605,576764.98
7150,Vila Isabel,Apartamento,111.8,3,1,4,0,7,16,0,1,0,1,0,712.02,613.63,-22.932209,-43.262099,759617.22
7151,Tijuca,Casa,263.5,5,4,5,0,0,15,1,1,0,1,0,838.76,1563.29,-22.930893,-43.242068,2888189.17
7152,Ramos,Apartamento,151.4,3,1,5,3,11,7,1,1,0,1,0,634.5,380.58,-22.851043,-43.258053,785798.05
7153,Campo Grande,Apartamento,159.5,4,3,4,3,20,39,1,0,1,1,0,366.08,384.7,-22.903511,-43.565847,534778.31
7154,Tijuca,Casa,163.3,3,2,4,1,0,12,0,0,0,1,0,810.77,752.17,-22.924858,-43.234526,1430801.06
7155,Madureira,Flat,60.1,1,0,2,0,18,8,0,0,0,1,0,581.88,273.36,-22.865119,-43.326153,251795.75
7156,Ramos,Apartamento,149.6,3,1,5,1,13,0,1,1,1,0,1,390.92,485.32,-22.845338,-43.240301,985588.02
7157,Santa Teresa,Casa,188.5,3,1,4,0,0,8,0,0,1,1,0,929.31,1051.74,-22.927693,-43.178981,2657562.02
7158,Campo Grande,Flat,39.7,2,0,3,2,9,29,1,0,0,1,0,134.46,164.05,-22.904075,-43.565756,118399.96
7159,Botafogo,Apartamento,62.6,1,0,2,1,5,36,1,0,1,1,0,1302.53,861.16,-22.965032,-43.172462,544962.41
7160,Lagoa,Apartamento,64.3,2,0,3,2,2,9,0,0,0,1,0,1685.15,824.56,-22.961966,-43.210615,1227003.1
7161,Vila Isabel,Apartamento,74.9,2,1,4,0,10,19,0,1,0,0,0,653.55,340.57,-22.895022,-43.258134,472564.61
7162,Recreio,Apartamento,66.8,2,1,2,1,25,0,1,1,0,1,0,960.21,560.35,-23.021422,-43.481945,763594.15
7163,Tijuca,Apartamento,135.8,3,2,5,1,19,1,1,1,0,1,0,744.13,854.36,-22.925224,-43.250727,1453561.86
7164,Madureira,Cobertura,199.7,3,0,4,2,13,16,1,0,1,0,0,422.98,447.11,-22.871655,-43.328631,787506.37
7165,Niteroi,Apartamento,149.0,4,0,4,0,29,31,0,0,0,1,0,960.82,1139.86,-22.881093,-43.104086,1151449.77
7166,Barra da Tijuca,Apartamento,57.3,1,0,2,1,30,6,1,0,0,1,0,1324.42,388.68,-22.99815,-43.367968,535799.71
7167,Engenho Novo,Flat,50.4,1,0,2,1,17,3,1,0,0,1,0,515.45,198.56,-22.90847,-43.276762,283059.22
7168,Botafogo,Flat,56.5,2,1,4,0,16,27,1,0,1,1,0,1289.04,709.21,-22.959428,-43.187792,774641.13
7169,Tijuca,Apartamento,124.5,3,0,5,3,13,2,1,1,0,1,0,645.68,836.93,-22.922643,-43.225156,1149660.07
7170,Leblon,Apartamento,142.2,4,3,5,1,25,22,0,0,1,1,1,1191.46,2394.34,-22.978779,-43.23393,5296318.2
7171,Jacarepagua,Apartamento,72.6,2,0,4,0,27,3,0,0,0,0,0,635.13,389.43,-22.970246,-43.391054,479961.09
7172,Tijuca,Apartamento,133.9,4,2,5,2,24,0,0,0,0,1,0,974.47,643.3,-22.933087,-43.227188,1312266.79
7173,Ramos,Apartamento,45.9,1,0,3,1,6,2,1,0,0,1,0,430.23,173.4,-22.860252,-43.23252,271601.96
7174,Sao Cristovao,Apartamento,127.5,4,0,6,0,20,14,1,1,1,1,0,742.45,456.94,-22.897715,-43.234936,744067.04
7175,Barra da Tijuca,Casa,109.4,2,0,2,1,0,6,0,0,0,0,0,1418.48,452.68,-22.995424,-43.36137,1295893.8
7176,Leblon,Apartamento,107.6,3,2,5,0,3,23,1,0,0,0,0,2964.13,1522.46,-22.977654,-43.199314,2985101.22
7177,Copacabana,Casa,332.4,4,2,4,3,0,3,0,0,1,0,0,1975.6,3736.21,-22.978015,-43.200761,5058141.78
7178,Campo Grande,Apartamento,128.3,4,3,6,0,6,5,0,0,1,1,0,410.93,344.45,-22.917249,-43.559127,550580.48
7179,Niteroi,Apartamento,46.7,1,0,2,0,10,0,1,1,1,0,0,878.58,256.16,-22.870427,-43.094858,420983.96
7180,Sao Conrado,Apartamento,75.3,2,1,2,1,2,32,1,1,0,0,0,1703.18,402.3,-22.996402,-43.277828,967217.08
7181,Humaita,Apartamento,119.9,2,1,2,2,3,22,1,1,0,0,0,1362.51,1769.61,-22.961571,-43.181825,1742517.71
7182,Recreio,Apartamento,118.5,2,0,4,0,8,14,1,0,1,0,1,960.52,897.81,-23.012492,-43.466006,1230577.66
7183,Meier,Apartamento,100.5,2,1,4,2,13,11,1,0,0,0,0,96.55,597.66,-22.901644,-43.292913,432102.62
7184,Barra da Tijuca,Apartamento,37.3,2,1,3,0,5,25,0,1,0,1,0,926.12,373.19,-23.001839,-43.375141,348807.22
7185,Ipanema,Flat,74.2,3,0,5,3,8,9,1,0,0,0,0,2651.35,1257.07,-22.969406,-43.214818,1735047.41
7186,Barra da Tijuca,Apartamento,156.1,4,0,6,1,13,5,1,1,1,1,1,1036.22,1101.43,-23.00561,-43.368632,1999255.88
7187,Humaita,Studio/Loft,39.6,1,0,1,0,6,2,1,1,0,1,0,1795.78,317.46,-22.969235,-43.191998,601017.88
7188,Sao Conrado,Apartamento,98.6,3,1,4,3,29,11,0,1,1,1,0,1694.94,1240.28,-23.005114,-43.258074,1704719.55
7189,Lagoa,Apartamento,110.1,3,2,4,1,6,26,0,1,1,0,1,2542.77,1392.82,-22.974247,-43.21601,2601386.12
7190,Meier,Apartamento,161.4,3,1,5,1,10,4,0,1,0,0,0,547.61,845.22,-22.902484,-43.283334,830492.81
7191,Jacarepagua,Apartamento,99.5,3,0,4,1,8,9,0,0,0,0,0,646.41,455.75,-22.963048,-43.363375,528248.17
7192,Gavea,Apartamento,83.4,2,1,2,0,12,1,0,1,1,1,0,1109.55,997.02,-22.98215,-43.231137,1577391.38
7193,Tijuca,Apartamento,104.8,2,1,2,1,17,0,1,1,0,1,0,772.7,602.79,-22.923951,-43.237138,1118338.26
7194,Jacarepagua,Apartamento,89.6,3,1,3,2,11,3,1,0,0,0,0,769.13,497.32,-22.972904,-43.379766,749927.09
7195,Madureira,Apartamento,90.0,3,1,4,2,1,6,1,1,1,1,0,340.34,339.91,-22.883266,-43.351301,476801.06
7196,Campo Grande,Apartamento,44.4,2,0,3,1,19,5,1,0,1,0,1,419.09,122.46,-22.904233,-43.561943,218473.84
7197,Copacabana,Cobertura,264.2,4,1,6,1,19,27,1,0,0,1,1,1586.17,3373.4,-22.967963,-43.168679,4452963.83
7198,Lapa,Apartamento,143.8,4,1,4,3,29,6,1,0,0,1,1,477.59,1127.48,-22.925626,-43.185296,1749921.9
7199,Engenho Novo,Casa,316.6,5,4,6,3,0,3,1,0,0,0,0,691.31,659.98,-22.907072,-43.269822,1804358.29
7200,Meier,Apartamento,131.7,4,1,5,3,22,10,1,1,0,0,0,675.89,466.58,-22.907776,-43.289809,959272.4
7201,Barra da Tijuca,Apartamento,88.1,3,2,4,1,29,46,0,0,1,1,0,1386.98,767.83,-22.997274,-43.358281,783610.39
7202,Barra da Tijuca,Flat,57.0,1,0,1,0,22,30,1,0,1,0,0,869.3,365.33,-22.998518,-43.356658,598140.75
7203,Leblon,Apartamento,144.9,3,0,5,2,24,8,0,0,1,0,1,2920.18,2795.74,-22.976093,-43.228078,4868130.64
7204,Campo Grande,Apartamento,127.3,4,1,4,0,16,6,1,0,0,1,0,372.08,319.34,-22.903381,-43.565143,501395.32
7205,Vila Isabel,Apartamento,163.1,4,1,6,3,21,0,1,0,1,0,0,915.71,737.24,-22.930926,-43.256345,1514375.84
7206,Barra da Tijuca,Apartamento,68.8,1,0,1,0,14,0,1,0,1,1,0,913.26,558.46,-22.98411,-43.359107,681126.14
7207,Tijuca,Studio/Loft,32.1,1,0,3,0,10,5,1,1,0,0,0,865.08,210.94,-22.921402,-43.230532,277658.4
7208,Ipanema,Casa,172.2,4,1,4,3,0,1,1,0,0,1,1,2506.18,3196.3,-22.982585,-43.209377,5879920.49
7209,Botafogo,Apartamento,61.7,1,0,2,0,19,4,1,0,1,1,0,1237.43,754.97,-22.94939,-43.184687,768431.99
7210,Sao Cristovao,Apartamento,53.0,1,0,1,0,15,1,1,0,0,0,0,553.84,241.93,-22.887875,-43.226877,329519.92
7211,Jacarepagua,Apartamento,108.6,3,0,3,3,9,12,0,1,0,0,0,508.04,574.2,-22.970486,-43.386553,781525.31
7212,Madureira,Apartamento,105.6,3,1,5,0,29,6,1,0,1,0,0,387.65,252.07,-22.882057,-43.333986,492420.49
7213,Meier,Flat,58.5,1,0,1,0,4,4,1,0,1,1,0,766.68,222.12,-22.90949,-43.292917,311421.78
7214,Vila Isabel,Cobertura,249.0,4,3,5,2,4,60,1,0,0,1,0,737.36,2019.34,-22.914661,-43.26781,1609765.24
7215,Centro,Apartamento,50.1,1,0,2,0,16,45,1,1,1,1,0,553.22,470.71,-22.912583,-43.174303,267850.13
7216,Ipanema,Cobertura,186.0,3,0,3,2,1,32,0,0,1,0,1,1487.28,2630.94,-22.989911,-43.198717,4493094.02
7217,Meier,Apartamento,80.0,3,0,4,0,27,0,1,1,1,1,0,652.51,545.38,-22.912815,-43.294023,459832.47
7218,Engenho Novo,Flat,55.7,1,0,1,0,10,42,1,0,0,1,0,171.48,130.85,-22.903855,-43.28373,278266.04
7219,Gavea,Casa,103.7,3,0,4,1,0,6,1,1,1,0,0,1982.46,1029.7,-22.973639,-43.243044,1938305.65
7220,Botafogo,Flat,43.6,1,0,3,0,15,1,1,0,1,1,0,1163.82,593.44,-22.941936,-43.172633,626008.17
7221,Flamengo,Studio/Loft,34.1,1,0,3,1,18,11,0,0,0,0,1,622.29,308.34,-22.938517,-43.18305,397419.77
7222,Botafogo,Apartamento,137.4,4,0,4,2,9,1,1,0,0,1,0,1526.79,1767.6,-22.948887,-43.186024,1818123.55
7223,Jacarepagua,Apartamento,99.9,2,0,4,1,4,13,0,0,1,0,0,178.11,545.31,-22.954685,-43.384166,824830.06
7224,Copacabana,Casa,316.7,5,0,7,2,0,7,1,0,0,0,0,1642.11,3462.09,-22.977579,-43.184404,5657593.82
7225,Meier,Apartamento,85.7,3,0,4,1,7,8,1,0,1,0,0,914.82,350.59,-22.895871,-43.297291,389040.32
7226,Copacabana,Apartamento,90.0,3,0,5,1,3,2,0,0,0,1,0,1755.91,1262.14,-22.967649,-43.178848,1640588.25
7227,Leblon,Cobertura,262.0,4,2,5,0,2,2,1,0,0,0,1,2846.18,4067.55,-22.973578,-43.218018,7949394.33
7228,Sao Conrado,Studio/Loft,36.4,2,0,2,2,22,5,1,0,1,0,0,1416.8,374.11,-22.998794,-43.268276,498972.38
7229,Botafogo,Apartamento,70.1,3,0,4,3,28,22,1,0,0,0,1,1480.92,362.47,-22.961395,-43.172756,1019445.31
7230,Campo Grande,Apartamento,49.6,1,0,3,0,13,3,1,0,1,0,0,543.69,114.43,-22.906783,-43.559319,170906.93
7231,Jardim Botanico,Cobertura,178.5,4,1,5,2,10,41,1,0,0,1,0,930.14,1738.21,-22.985408,-43.232137,3346007.69
7232,Flamengo,Apartamento,125.7,4,0,5,2,12,42,1,1,0,0,1,588.5,859.48,-22.949825,-43.179355,1608151.2
7233,Botafogo,Apartamento,149.0,3,1,5,0,27,8,1,1,1,0,0,1639.28,1456.83,-22.956199,-43.180028,2694226.41
7234,Barra da Tijuca,Apartamento,66.1,2,1,4,1,9,21,0,1,0,0,1,1021.83,453.62,-22.989719,-43.376639,830829.2
7235,Vila Isabel,Apartamento,45.0,2,0,3,1,29,7,1,0,1,1,0,683.02,271.41,-22.917973,-43.249902,304731.9
7236,Madureira,Apartamento,130.4,4,1,4,2,9,7,1,0,1,0,0,684.93,564.47,-22.867471,-43.348435,528680.68
7237,Barra da Tijuca,Flat,56.0,2,0,3,0,14,31,1,1,1,0,1,1276.31,368.96,-23.004441,-43.368814,698389.92
7238,Sao Cristovao,Apartamento,52.5,1,0,3,1,9,3,1,1,0,1,0,645.0,256.5,-22.90174,-43.228749,374275.63
7239,Recreio,Apartamento,25.9,0,0,2,1,13,33,0,1,0,0,1,720.1,113.83,-23.01328,-43.468484,212397.14
7240,Centro,Studio/Loft,29.9,0,0,1,0,21,7,1,0,1,1,0,1142.24,197.22,-22.908217,-43.176484,190752.39
7241,Tijuca,Apartamento,74.8,3,0,5,2,10,19,1,0,1,0,0,964.42,415.01,-22.923962,-43.243285,538952.2
7242,Gavea,Apartamento,56.8,2,1,2,2,2,4,0,0,1,1,0,1422.34,696.54,-22.972386,-43.231301,1116501.56
7243,Engenho Novo,Apartamento,118.7,3,1,3,0,20,11,0,0,1,1,0,726.46,301.84,-22.919321,-43.252117,562241.69
7244,Centro,Studio/Loft,31.0,0,0,2,0,22,10,1,1,0,1,0,759.61,176.63,-22.90537,-43.155937,226244.0
7245,Recreio,Apartamento,90.4,3,1,3,3,7,9,0,1,0,1,0,767.41,390.71,-23.016782,-43.470377,807693.54
7246,Campo Grande,Apartamento,232.6,4,3,6,0,21,13,0,1,1,0,0,239.58,292.62,-22.916415,-43.573482,1141381.09
7247,Lapa,Cobertura,229.2,5,4,5,1,11,30,1,1,0,1,0,1212.82,1859.58,-22.921083,-43.193619,2314367.07
7248,Botafogo,Apartamento,85.9,3,2,5,3,21,4,1,0,0,0,0,1020.75,612.45,-22.953581,-43.168406,1284855.65
7249,Madureira,Casa,191.8,4,2,6,3,0,0,0,0,1,1,0,519.42,471.41,-22.874949,-43.338129,1030975.58
7250,Vila Isabel,Apartamento,117.6,2,0,4,0,9,13,1,0,1,1,0,814.54,701.2,-22.913919,-43.26014,868791.72
7251,Tijuca,Apartamento,111.9,3,1,4,2,3,6,0,1,0,0,0,934.39,636.14,-22.929601,-43.235137,878685.82
7252,Jacarepagua,Apartamento,60.2,1,0,1,1,12,3,1,0,0,0,0,867.3,185.76,-22.968238,-43.383371,445821.39
7253,Centro,Apartamento,76.4,2,1,3,1,3,12,0,0,0,1,0,777.14,481.12,-22.901768,-43.173014,482625.56
7254,Vila Isabel,Apartamento,68.9,2,0,4,2,3,1,1,0,1,1,0,770.47,284.12,-22.910211,-43.257122,508709.18
7255,Tijuca,Studio/Loft,35.4,1,0,2,1,7,0,0,0,0,1,0,997.15,200.9,-22.914336,-43.224561,324559.78
7256,Ipanema,Apartamento,186.9,3,1,3,2,16,0,1,0,1,0,1,2148.71,2799.79,-22.992842,-43.196324,6401764.67
7257,Recreio,Apartamento,115.2,3,2,4,2,5,2,1,0,1,0,0,1010.24,754.4,-23.026006,-43.46522,1231413.13
7258,Niteroi,Apartamento,87.2,2,1,4,0,3,5,0,0,0,1,0,758.11,560.38,-22.896719,-43.107043,659995.4
7259,Engenho Novo,Apartamento,148.1,4,3,4,3,12,61,0,0,0,0,0,559.97,738.52,-22.931559,-43.276686,701839.48
7260,Ipanema,Studio/Loft,39.8,2,0,3,1,24,3,0,0,0,1,1,2522.57,819.98,-22.99383,-43.19977,1036309.68
7261,Lapa,Studio/Loft,25.2,0,0,1,1,10,4,1,0,1,1,0,1002.06,149.6,-22.917511,-43.164688,208373.83
7262,Centro,Apartamento,175.1,3,2,5,3,13,10,0,1,1,1,0,921.47,1226.01,-22.905229,-43.162437,1675497.87
7263,Tijuca,Apartamento,84.5,2,0,2,0,27,29,1,0,1,0,0,872.21,575.14,-22.915581,-43.241668,596801.9
7264,Leblon,Cobertura,99.9,3,2,3,0,23,3,1,1,1,1,1,2811.03,1652.5,-22.984809,-43.214392,3649963.25
7265,Tijuca,Apartamento,47.5,2,1,3,0,13,58,1,0,1,0,0,715.93,255.07,-22.910824,-43.242189,263776.19
7266,Ipanema,Cobertura,326.5,4,1,4,2,4,42,1,1,0,1,1,3633.85,5734.84,-22.991106,-43.200924,8619365.85
7267,Sao Conrado,Apartamento,47.8,2,1,4,1,20,38,1,0,1,0,0,1735.52,448.75,-22.995461,-43.263239,548504.49
